Period Name,Ward Description,Product Description,Quantity
 12-Feb-2015,Benson Medical Ward,Amoxycillin 250mg/5mL Suspension (100mL),4.00
 05-Feb-2015,Benson Medical Ward,Amoxycillin 250mg/5mL Suspension (100mL),2.00
 09-Feb-2015,Benson Medical Ward,Amoxycillin 250mg/5mL Suspension (100mL),2.00
 05-Jan-2015,Benson Medical Ward,Amoxycillin 400mg Clavulanate 57mg per 5mL  Suspension (60mL),1.00
 05-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 400mg Clavulanate 57mg per 5mL  Suspension (60mL),1.00
 02-Jan-2015,Acute Medical Unit,Amoxycillin 500mg Capsule (20),20.00
 23-Jan-2015,Acute Medical Unit,Amoxycillin 500mg Capsule (20),20.00
 21-Jan-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 02-Jan-2015,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Capsule (20),40.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),40.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),20.00
 13-Feb-2015,Acute Medical Unit,Amoxycillin 500mg Capsule (20),20.00
 18-Feb-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 25-Feb-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 02-Feb-2015,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 23-Feb-2015,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),36.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),40.00
 12-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 500mg Capsule (20),20.00
 11-Mar-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),60.00
 16-Mar-2015,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),60.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),60.00
 17-Apr-2015,Acute Medical Unit,Amoxycillin 500mg Capsule (20),40.00
 15-Apr-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),80.00
 29-Apr-2015,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),40.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),60.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),40.00
 23-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),20.00
 01-Apr-2015,Maude Bellas Maternity Ward,Amoxycillin 500mg Capsule (20),40.00
 22-Jan-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),6.00
 21-Jan-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 12-Jan-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),13.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 04-Feb-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 09-Feb-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 20-Feb-2015,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),20.00
 05-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 26-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 23-Apr-2015,Benson Medical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 23-Apr-2015,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 16-Jan-2015,Acute Medical Unit,Amoxycillin 500mg Vial (5),5.00
 27-Feb-2015,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Vial (5),10.00
 06-Mar-2015,Acute Medical Unit,Amoxycillin 500mg Vial (5),5.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Vial (5),10.00
 08-Apr-2015,Benson Medical Ward,Amoxycillin 500mg Vial (5),5.00
 24-Apr-2015,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Vial (5),5.00
 02-Jan-2015,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 16-Jan-2015,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 07-Jan-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 14-Jan-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 19-Jan-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 21-Jan-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 28-Jan-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 23-Jan-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 20-Feb-2015,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 27-Feb-2015,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 04-Feb-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),50.00
 25-Feb-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 16-Feb-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 23-Feb-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 19-Feb-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 03-Feb-2015,Intensive Care Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 05-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 12-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 19-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 26-Feb-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 20-Mar-2015,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 04-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 11-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 18-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 23-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 23-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 25-Mar-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),60.00
 23-Mar-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 06-Mar-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 27-Mar-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),50.00
 03-Mar-2015,Intensive Care Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 24-Mar-2015,Intensive Care Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 12-Mar-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 19-Mar-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 26-Mar-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 01-Apr-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 08-Apr-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 15-Apr-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 22-Apr-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 29-Apr-2015,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),60.00
 05-Apr-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 13-Apr-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 20-Apr-2015,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 04-Apr-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 10-Apr-2015,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),30.00
 23-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 14-Apr-2015,Intensive Care Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 21-Apr-2015,Intensive Care Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 09-Apr-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 23-Apr-2015,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 26-Feb-2015,Galliers Bickley Ward (Maternity),Amphotericin B 10mg Lozenge (20),20.00
 26-Feb-2015,Intensive Care Unit,Amphotericin B 10mg Lozenge (20),19.00
 07-Jan-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 14-Jan-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 21-Jan-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),12.00
 28-Jan-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),9.00
 22-Jan-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),3.00
 20-Jan-2015,Intensive Care Unit,Azithromycin 500mg Tablet (3),6.00
 27-Feb-2015,Acute Medical Unit,Azithromycin 500mg Tablet (3),6.00
 04-Feb-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 18-Feb-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 06-Feb-2015,Colyer Surgical Ward,Azithromycin 500mg Tablet (3),2.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),3.00
 09-Feb-2015,Maude Bellas Maternity Ward,Azithromycin 500mg Tablet (3),3.00
 13-Mar-2015,Acute Medical Unit,Azithromycin 500mg Tablet (3),3.00
 04-Mar-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 11-Mar-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 18-Mar-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),6.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),9.00
 31-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),9.00
 03-Mar-2015,Intensive Care Unit,Azithromycin 500mg Tablet (3),6.00
 19-Mar-2015,Intensive Care Unit,Azithromycin 500mg Tablet (3),9.00
 01-Apr-2015,Acute Medical Unit,Azithromycin 500mg Tablet (3),6.00
 15-Apr-2015,Benson Medical Ward,Azithromycin 500mg Tablet (3),6.00
 01-Apr-2015,Colyer Surgical Ward,Azithromycin 500mg Tablet (3),3.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),6.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),6.00
 02-Jan-2015,Acute Medical Unit,Azithromycin 500mg Vial (1),8.00
 30-Jan-2015,Acute Medical Unit,Azithromycin 500mg Vial (1),5.00
 21-Jan-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),10.00
 28-Jan-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),10.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial (1),10.00
 06-Jan-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),10.00
 20-Jan-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 13-Feb-2015,Acute Medical Unit,Azithromycin 500mg Vial (1),8.00
 27-Feb-2015,Acute Medical Unit,Azithromycin 500mg Vial (1),10.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial (1),10.00
 03-Feb-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),10.00
 10-Feb-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 17-Feb-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 24-Feb-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),10.00
 04-Mar-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),20.00
 30-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial (1),20.00
 31-Mar-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 10-Apr-2015,Acute Medical Unit,Azithromycin 500mg Vial (1),10.00
 01-Apr-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),10.00
 04-Apr-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),20.00
 22-Apr-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),10.00
 29-Apr-2015,Benson Medical Ward,Azithromycin 500mg Vial (1),10.00
 07-Apr-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 21-Apr-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),10.00
 28-Apr-2015,Intensive Care Unit,Azithromycin 500mg Vial (1),5.00
 10-Mar-2015,Acute Medical Unit,Azithromycin 500mg/10mL Vial (10),10.00
 20-Mar-2015,Acute Medical Unit,Azithromycin 500mg/10mL Vial (10),10.00
 11-Mar-2015,Benson Medical Ward,Azithromycin 500mg/10mL Vial (10),10.00
 25-Mar-2015,Benson Medical Ward,Azithromycin 500mg/10mL Vial (10),10.00
 09-Mar-2015,Colyer Surgical Ward,Azithromycin 500mg/10mL Vial (10),4.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg/10mL Vial (10),10.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg/10mL Vial (10),10.00
 17-Mar-2015,Intensive Care Unit,Azithromycin 500mg/10mL Vial (10),6.00
 19-Mar-2015,Benson Medical Ward,Aztreonam 1g Vial (5),10.00
 16-Jan-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),10.00
 30-Jan-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),5.00
 14-Jan-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),5.00
 21-Jan-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 27-Feb-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),5.00
 04-Feb-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),35.00
 09-Feb-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),25.00
 10-Feb-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),20.00
 11-Feb-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),60.00
 13-Feb-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),50.00
 27-Feb-2015,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),5.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),80.00
 12-Feb-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 06-Mar-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),20.00
 20-Mar-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),10.00
 27-Mar-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),10.00
 04-Mar-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),15.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),20.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),20.00
 12-Mar-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 19-Mar-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),5.00
 26-Mar-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 24-Apr-2015,Acute Medical Unit,Benzylpenicillin 1.2g Vial (1),5.00
 15-Apr-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),20.00
 22-Apr-2015,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),40.00
 20-Apr-2015,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 17-Apr-2015,Galliers Bickley Ward (Maternity),Benzylpenicillin 1.2g Vial (1),5.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),50.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),20.00
 01-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 09-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 16-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),15.00
